Tên công ty,Mã số thuế,Địa chỉ,Số điện thoại,Người đại diện,Điện thoại cố định,Link
CÔNG TY TNHH DƯỢC MỸ PHẨM NHẤT ANH,,"Số nhà 17, Đường Trần Lư, Thôn Bình Vọng, Xã Văn Bình, Huyện Thường Tín, Thành phố Hà Nội",,NGUYỄN ĐỨC ANH,0976759298,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=116024
CÔNG TY CỔ PHẦN DỊCH VỤ VIETLIFE,,"Số 1A - lô C Khu tập thể Đại học tổng hợp, tổ 26, cụm 5, Phường Hạ Đình, Quận Thanh Xuân, Thành phố Hà Nội",,LÊ XUÂN THỦY,0904546238,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=116308
CÔNG TY TNHH THIẾT BỊ NHẬT ANH,,"Số 64, ngõ 210, phố Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Thành phố Hà Nội",,Trần Thị Mai Phương,0936052234,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=115476
CÔNG TY TNHH CÔNG NGHỆ VÀ DỊCH VỤ 4V,,"Số 7, ngách 11, ngõ 325, đường Nguyễn Khang, phường Yên Hòa, quận Cầu Giấy, Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội",,Nguyễn Hà Vinh,0984885915,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=115630
CÔNG TY TNHH CÔNG NGHỆ VÀ DỊCH VỤ 4V,,"Số 7, ngách 11, ngõ 325, đường Nguyễn Khang, phường Yên Hòa, quận Cầu Giấy, Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội",,Nguyễn Hà Vinh,0984885915,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=115631
CÔNG TY TNHH CÔNG NGHỆ VÀ DỊCH VỤ 4V,,"Số 7, ngách 11, ngõ 325, đường Nguyễn Khang, phường Yên Hòa, quận Cầu Giấy, Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội",,Nguyễn Hà Vinh,0984885915,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=115632
CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỢC LIỆU VIETHERBS,,"Số 5 ngõ 36 Phố An Hòa, Phường Mộ Lao, Quận Hà Đông, Thành phố Hà Nội",,Trần Trung Anh,0982803229,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=117298
CÔNG TY CỔ PHẦN GROUP PHÁT TRIỂN SỨC KHỎE,,"Số 130B, ngõ 128, phố Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Thành phố Hà Nội",,Nguyễn Hồng Phượng,0983529989,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=115906
CÔNG TY TNHH THIẾT BỊ VẠN AN,,"Số 10, tổ 6, Phường Phú Lương, Quận Hà Đông, Thành phố Hà Nội, Việt Nam, Phường Phú Lương, Quận Hà Đông, Thành phố Hà Nội",,Nguyễn Đình Huy,0986345115,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=116305
CÔNG TY TNHH DEVI GLOBAL,,"Số 71 ngõ 231 Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Thành phố Hà Nội",,Nguyễn Thị Tường Vi,0972123669,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=117295
CÔNG TY CỔ PHẦN PHÁT TRIỂN DƯỢC VESTA,,"Thôn Mỹ Giang, Xã Tam Hiệp, Huyện Phúc Thọ, Thành phố Hà Nội",,TRẦN THỊ NHƯỜNG,0912442055,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=115511
CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM VIỆT NAM,,"A7-369, đường Trường Chinh, Phường Khương Trung, Quận Thanh Xuân, Thành phố Hà Nội, Phường Khương Trung, Quận Thanh Xuân, Thành phố Hà Nội",,VŨ QUỐC TUẤN,02435682942,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=115453
CÔNG TY TNHH TRANG THIẾT BỊ Y TẾ DND,,"43, Ngách 515/13, Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Thành phố Hà Nội",,Nguyễn Tiến Đức,0988318055,https://dmec.moh.gov.vn/xem-ho-so?p_p_id=xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_redirectVanBanURL=%2Fvan-ban-cong-bo%3Fp_p_id%3Dvanbancongbo_WAR_trangthietbiyteportlet%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_count%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_keyword%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_showHide%3D1%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiTu%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_ngayGuiDen%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_tenDoanhNghiep%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_coQuanQuanLyId%3D13515%26_vanbancongbo_WAR_trangthietbiyteportlet_tthcId%3D0%26_vanbancongbo_WAR_trangthietbiyteportlet_delta%3D200%26_vanbancongbo_WAR_trangthietbiyteportlet_keywords%3D%26_vanbancongbo_WAR_trangthietbiyteportlet_advancedSearch%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_andOperator%3Dtrue%26_vanbancongbo_WAR_trangthietbiyteportlet_resetCur%3Dfalse%26_vanbancongbo_WAR_trangthietbiyteportlet_cur%3D5&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_mvcPath=%2Fhtml%2Fdvc%2Fportlet%2Fxemhoso%2Fview.jsp&_xemhoso_WAR_oepdvcportlet_INSTANCE_kQO8yaBj8PpU_hoSoId=115525
